충전소아이디,충전소명,충전소주소,상세주소,위도,경도,이용가능시간,연락처,등록일자
2591,충주실내체육관,충청북도 충주시 교현동 500,야외주차장,36.982011,127.936914,24시간,1899-2100,2017-11-17
2594,농다리,충청북도 진천군 문백면 구곡리 156-3,지상주차장 우측,36.830006,127.489605,24시간,1899-2100,2017-11-17
2589,음성체육관,충청북도 음성군 음성읍 읍내리 420-1,지상주차장 좌측,36.930412,127.685527,24시간,1899-2100,2017-11-17
2586,충청북도보건환경연구원,충청북도 청주시 흥덕구 오송읍 연제리 676,정문 우측,36.63567,127.322569,24시간,1899-2100,2017-11-17
2598,수원유통센터,경기도 수원시 권선구 구운동 218-1,식자재 매장 앞 주차장,37.282562,126.967714,개방시간,1899-2100,2017-11-20
2601,태안읍사무소 부설주차장,충청남도 태안군 태안읍 남문리 300-6,태안읍사무소 맞은편 주차장,36.758208,126.296505,24시간,1899-2100,2017-11-20
2604,동천체육관 주차장,울산광역시 중구 남외동 751-3,동천체육관 동편 출구앞,35.561684,129.351836,24시간,1899-2100,2017-11-29
2605,벡스코 제2전시장 지하주차장,부산광역시 해운대구 우동 1413-4,지하주차장,35.16556026,129.1348009,24시간,1899-2100,2017-11-29
2619,대불자유무역지역관리원 주차장,전라남도 영암군 삼호읍 나불리 611-11,(실외캐노피기설)대불자유무역지역관리원,34.77001756,126.4597597,24시간,1899-2100,2017-11-29
2602,종촌공영주차장,세종특별자치시 종촌동 664,지상 2층 주차장,36.503891,127.249742,24시간,1899-2100,2017-11-29
2603,아름공영주차장,세종특별자치시 아름동 1352,지상 2층 주차장,36.511573,127.247795,24시간,1899-2100,2017-11-29
2617,관악동작 견인차량 보관소,서울특별시 관악구 신사로 7,사무실 바로 옆 지상,37.48469688,126.9040653,24시간,1899-2100,2017-11-29
2606,기후변화체험센터,경기도 용인시 처인구 남동 282,지상주차장,37.22231284,127.2228448,24시간,1899-2100,2017-11-29
2622,창동3차현대아파트,서울특별시 도봉구 창동 도봉로 428,지하1층 18번 기등 맞은 편,37.659689,127.045917,24시간  ※외부인 개방,1899-2100,2017-11-29
2623,한강포스파크아파트,서울특별시 강동구 암사동 고덕로19길 30,지하1층,37.556032,127.133941,미개방,1899-2100,2017-11-29
2624,남서울힐스테이트아파트,서울특별시 금천구 시흥동 시흥대로 165,201동 지하1층 우회전 끝,37.446617,126.90216,24시간,1899-2100,2017-11-29
2625,신정마을성지아파트,경기도 용인시 수지구 풍덕천동 1021,B1F 나45,37.32169434,127.0869343,24시간,1899-2100,2017-11-29
2627,감계힐스테이트3차,경상남도 창원시 의창구 북면 감계리 227-1,지하1층 301동 A14기둥,35.30320528,128.5885277,24시간,1899-2100,2017-11-29
2626,아름아이빌8차,제주특별자치도 제주시 도련1동 1750,주차장,33.50969068,126.591521,24시간,1899-2100,2017-11-29
2631,경남아너스빌2차,경기도 용인시 수지구 성복동 754,B1F,37.31536879,127.0608636,24시간,1899-2100,2017-11-29
2630,동일하이빌2차아파트,경기도 용인시 기흥구 언남동 496,P2주차장 B1F 녹색4,37.29439698,127.1268901,24시간,1899-2100,2017-11-29
2629,현대프레미오아파트,경기도 용인시 수지구 상현동 168-1,B1F,37.30704018,127.0733851,24시간,1899-2100,2017-11-29
2634,모종1차 한성필하우스 아파트,충청남도 아산시 모종동 617,지하주차장 기둥번호 F17 혹은B37,36.785095,127.02083,24시간,1899-2100,2017-11-29
2632,구영코아루아파트,울산광역시 울주군 범서읍 구영리 401-2,지하1층 주차장 / A33,35.56867609,129.2488627,24시간,1899-2100,2017-11-29
2633,진로이스트타운,대구광역시 동구 효목동 55,112동 지상주차장,35.884403,128.636937,24시간,1899-2100,2017-11-29
2637,연원마을성원아파트,경기도 용인시 기흥구 보정동 694,제1주차장 B1 1,37.30382259,127.1099054,24시간  ※외부인 개방,1899-2100,2017-11-29
2635,동산라인아파트,전북특별자치도 익산시 금강동 923,101동 앞 지상 주차장,35.929952,126.972136,24시간  ※외부인 개방,1899-2100,2017-11-29
2636,대우유로카운티,서울특별시 동작구 상도동 양녕로 287,지하2층,37.50540126,126.9493141,24시간,1899-2100,2017-11-29
2638,동두천월드메르디앙,경기도 동두천시 생연동 231,107동 지하주차장 지하2층,37.90504877,127.0645763,24시간  ※외부인 개방,1899-2100,2017-11-29
2641,동부아파트,강원특별자치도 삼척시 교동 501-5,동부A마을회관 앞 주차장,37.45598317,129.1655932,24시간,1899-2100,2017-11-29
2640,상계동아불암아파트,서울특별시 노원구 상계동 1285,제2주차장 B3 6번,37.666731,127.079439,24시간,1899-2100,2017-11-29
2639,송천쌍용1차아파트,전북특별자치도 전주시 덕진구 송천동2가 541-2,지하 주차장 들어가서 바로 오른쪽,35.862933,127.112551,24시간,1899-2100,2017-11-29
2644,영종한양수자인아파트,인천광역시 중구 중산동 1878-1,지하,37.491276,126.553052,24시간,1899-2100,2017-11-29
2642,자연앤꿈에그린6단지,경기도 파주시 문산읍 당동리 930,지하2층 주차장 B13,37.86057752,126.7759922,24시간,1899-2100,2017-11-29
2643,퀸스타운동성아파트,인천광역시 서구 불로동 328,지하1층 204동앞,37.615677,126.688273,24시간,1899-2100,2017-11-29
2645,호반베르디움 2단지,경기도 화성시 청계동 552,B2F,37.19821156,127.1184737,24시간,1899-2100,2017-11-29
2646,롯데캐슬골드2단지아파트,울산광역시 남구 야음동 881,211동~202동 사이 B2/30번,35.52097217,129.3166813,24시간,1899-2100,2017-11-29
2647,한아름아파트,대전광역시 서구 월평동 222,지하주차장,36.363867,127.374875,24시간,1899-2100,2017-11-29
2650,구월 아시아드선수촌 1단지,인천광역시 남동구 구월동 1486,지하1층1105동 3-4라인,37.44651,126.711389,24시간,1899-2100,2017-11-29
2649,대원효성,경기도 파주시 다율동 986,지하1층 주차장 (916동),37.72856378,126.7194298,24시간,1899-2100,2017-11-29
2654,마곡수명산파크7단지,서울특별시 강서구 내발산동 수명로2가길 22,지하1층 좌측 끝,37.54766459,126.8219199,06~23시,1899-2100,2017-11-29
2655,양산2차e편한세상,경상남도 양산시 물금읍 범어리 2673-8,지하주차장,35.33482442,129.0165359,24시간,1899-2100,2017-11-29
2658,새샘마을3단지아파트,세종특별자치시 소담동 333-10,지하주차장,36.484661,127.295578,24시간,1899-2100,2017-11-29
2657,양덕삼구트리니엔1차,경상북도 포항시 북구 양덕동 1463,지하 1층 B33구역,36.083961,129.40008,24시간  ※외부인 개방,1899-2100,2017-11-29
2662,신동아파트,울산광역시 북구 신천동 430-1,101동 지하1층주차장,35.63560958,129.3476861,24시간,1899-2100,2017-11-29
2665,진주푸르지오1단지아파트,경상남도 진주시 금산면 덕의길 15,102동뒤 지상주차장,35.219277,128.146288,24시간  ※외부인 개방,1899-2100,2017-11-29
2664,도안7단지예미지아파트,대전광역시 유성구 봉명동 1037,지하주차장,36.347148,127.344861,24시간,1899-2100,2017-11-29
2666,율량제일풍경채,충청북도 청주시 청원구 율량동 2451,1002동 A40 (지하1층주차장),36.65888725,127.5103746,24시간  ※외부인 개방,1899-2100,2017-11-29
2667,대림 샹그레빌,서울특별시 성북구 하월곡동 224,102동 지하2층 1234호,37.596349,127.041207,24시간,1899-2100,2017-11-29
2668,단원마을아파트,경기도 안산시 단원구 고잔동 714,B1F,37.30905187,126.8261603,24시간,1899-2100,2017-11-29
2670,메가센텀꿈에그린아파트,부산광역시 해운대구 반여동 1662,지하주차장,35.19806414,129.122012,24시간,1899-2100,2017-11-29
2671,푸른마을10단지,경기도 고양시 덕양구 고양동 1121,지하,37.71688981,126.9033563,24시간,1899-2100,2017-11-29
2669,신봉엘지자이1차,경기도 용인시 수지구 신봉동 873,B1F 18,37.32627659,127.0782158,24시간,1899-2100,2017-11-29
2673,구월아시아드선수촌6단지,인천광역시 남동구 구월동 1524,지하1층 16번기둥 602동옆,37.44167,126.714172,24시간,1899-2100,2017-11-29
2672,거모동 동보아파트,경기도 시흥시 거모동 612-1,관리사무소앞 B1 지하주차장,37.357695,126.773365,24시간,1899-2100,2017-11-29
2677,범지기8단지,세종특별자치시 아름동 1279,지하주차장,36.51392,127.249947,24시간,1899-2100,2017-11-29
2676,신정뉴타운두산위브아파트,서울특별시 양천구 신월로20길 7,지하1층 우측 중간,37.5129492,126.845414,06~23시,1899-2100,2017-11-29
2675,리첸시아방배,서울특별시 서초구 방배동 755-14,B4-06,37.49727699,126.9857331,24시간,1899-2100,2017-11-29
2680,LH이노팰리스아파트,전북특별자치도 전주시 덕진구 장동 1082,105동 쪽 지하 주차장(구역 Y 44),35.846109,127.060329,24시간,1899-2100,2017-11-29
2679,한화꿈에그린아파트,인천광역시 서구 경서동 856-1,지하1층 A55,37.538763,126.638476,24시간,1899-2100,2017-11-29
2682,중계건영3차아파트,"서울특별시 노원구 노원로22길 71 (중계동, 건영3차아파트)",306동 앞 지하1층 B9,37.648587,127.074654,24시간  ※외부인 개방,1899-2100,2017-11-29
2683,노원우성아파트,서울특별시 노원구 상계동 상계로7길 18,B1 주차장 진출입로 우측,37.657759,127.065054,24시간  ※외부인 개방,1899-2100,2017-11-29
2685,둔촌푸르지오아파트,서울특별시 강동구 둔촌동 명일로 172,지하1층 101동 C61 기둥,37.533875,127.147529,미개방,1899-2100,2017-11-29
2687,별내리슈빌아파트,경기도 남양주시 별내동 914,지하3층 46번기둥,37.65838986,127.1203894,24시간,1899-2100,2017-11-29
2688,청라힐데스하임,인천광역시 서구 연희동 802-1,지하2층 J19,37.528739,126.652907,24시간,1899-2100,2017-11-29
2686,매탄주공그린빌2단지,경기도 수원시 영통구 매탄동 매탄로126번길 66,204동 앞 B2F,37.260468,127.046618,24시간,1899-2100,2017-11-29
2689,용마아파트,경상북도 안동시 남선면 샘들윗길 58,지상주차장(102동 북측),36.532988,128.797094,24시간  ※외부인 개방,1899-2100,2017-11-29
2690,한일써너스빌 아파트,서울특별시 중랑구 상봉동 81-5,"지하1층 주차장 102동 1,3라인 앞",37.597381,127.091548,24시간,1899-2100,2017-11-29
2691,목동힐스테이트아파트,서울특별시 양천구 신정동 중앙로36길 15,지하2층 115동 앞,37.5207747,126.8559473,06~23시,1899-2100,2017-11-29
2692,거제동푸르지오,부산광역시 연제구 거제동 1506,지하1층 주차장,35.18734017,129.0706157,24시간,1899-2100,2017-11-29
2693,효성해링턴플레이스아파트,경상북도 안동시 경북대로 438,지상주차장(102동 동측),36.567593,128.699435,24시간,1899-2100,2017-11-29
2697,별내신안인스빌아파트,경기도 남양주시 별내동 순화궁로 18,지하2층 4106동,37.64826591,127.1136449,24시간,1899-2100,2017-11-29
2696,금빛마을현대아파트,경상남도 진주시 집현면 진산로 675,103동 지하주차장,35.238201,128.090897,24시간,1899-2100,2017-11-29
2695,가락마을3단지아파트,세종특별자치시 고운동 1708,지하주차장,36.506575,127.235929,24시간,1899-2100,2017-11-29
2698,별내 동익미라벨38단지아파트,경기도 남양주시 별내동 1058,지하2층 3804동 D12구역,37.64880846,127.1209137,24시간,1899-2100,2017-11-29
2699,인천에스케이스카이뷰,인천광역시 미추홀구 용현동 664,지하2층 110-112동 C02-03,37.449776,126.645018,미개방,1899-2100,2017-11-29
2700,오천호반베르디움아파트,전라남도 순천시 오천동 950,(실내지하)지하주차장 B1 29,34.93782626,127.4927821,24시간,1899-2100,2017-11-29
2701,센트럴파크3단지아파트,대전광역시 중구 문화동 1-3,지하주차장,36.31868575,127.4125966,24시간,1899-2100,2017-11-29
2702,쌍용예가아파트,대전광역시 중구 태평동 554,지하주차장,36.32347138,127.3969723,24시간  ※외부인 개방,1899-2100,2017-11-29
2704,상무2차호반리젠시빌,광주광역시 서구 유촌동 852,(실외완전노출)관리사무소 옆,35.16372747,126.8582358,24시간,1899-2100,2017-11-29
2706,백마역중앙하이츠빌1아파트,경기도 고양시 일산동구 풍동 417-2,바로 앞 건물주차장 1층 바로 앞,37.65870766,126.8022554,24시간,1899-2100,2017-11-29
2705,장대푸르지오아파트,대전광역시 유성구 장대동 479,지하주차장,36.361142,127.332661,24시간,1899-2100,2017-11-29
2709,부민e-편한세상,부산광역시 서구 부민동3가 76,"101동 지하2층,3층 12번~13번",35.10437118,129.0165844,24시간  ※외부인 개방,1899-2100,2017-11-29
2708,미사강변센트럴자이,경기도 하남시 풍산동 480,지하1층 주차장,37.55779901,127.1860763,24시간,1899-2100,2017-11-29
2710,한라비발디스튜디오422,부산광역시 부산진구 범천동 1000-24,지하1층,35.14866296,129.0561968,24시간,1899-2100,2017-11-29
2712,밀양삼문휴먼시아,경상남도 밀양시 삼문동 567,지상1층 107동 바로 앞쪽,35.48037445,128.7503873,24시간,1899-2100,2017-11-29
2713,별내우미린아파트,경기도 남양주시 별내동 별내3로 24,지하2층 4504~4505동 B11,37.64405213,127.1181073,24시간,1899-2100,2017-11-29
2716,개신푸르지오아파트,충청북도 청주시 서원구 개신동 634,상가 뒷편 주차장(지상),36.61942189,127.4470455,24시간  ※외부인 개방,1899-2100,2017-11-29
2714,송도웰카운티4단지아파트,인천광역시 연수구 송도동 9-5,지하2층 403동 Y03맞은편,37.382385,126.643916,24시간,1899-2100,2017-11-29
2717,서초더샵포레,서울특별시 서초구 내곡동 77,(주차장7층) B1 25기둥,37.45392177,127.0643311,24시간,1899-2100,2017-11-29
2715,용암덕성그린아파트,충청북도 청주시 상당구 용암동 2085,105동앞 지하주차장,36.60947715,127.5099141,24시간  ※외부인 개방,1899-2100,2017-11-29
2719,거제삼정그린코아,부산광역시 연제구 거제동 1272,지하2층 주차장,35.18899306,129.062899,24시간,1899-2100,2017-11-29
2720,블루마시티 서희스타힐스 블루원 아파트,울산광역시 북구 산하동 969-1,104동 지하1층주차장,35.63700556,129.4386888,24시간,1899-2100,2017-11-29
2721,진건현대아파트,경기도 남양주시 진건읍 용정리 816-5,지상 104동 9~10호라인,37.66094538,127.1755079,24시간,1899-2100,2017-11-29
2723,호반베르디움 더센트럴1,전북특별자치도 전주시 덕진구 장동 1074,지하 주차장 507동(구역 15),35.84086387,127.0560521,24시간,1899-2100,2017-11-29
2724,돈암더샵아파트,서울특별시 성북구 돈암동 603,지하1층 101동 출입구 앞,37.597877,127.010327,24시간,1899-2100,2017-11-30
2725,이문쌍용아파트,서울특별시 동대문구 이문동 64,108동 6 지하주차장 1층,37.5997836,127.0685135,24시간,1899-2100,2017-11-30
2726,문래자이아파트,서울특별시 영등포구 문래동3가 당산로4길 12,113동 앞 제2주차장 지하1층,37.51627692,126.8973919,24시간,1899-2100,2017-11-30
2727,동탄역 시범더샵센트럴시티,경기도 화성시 청계동 519,"B1F 1403동 3,4라인",37.19851389,127.1002916,24시간,1899-2100,2017-11-30
