충전소아이디,충전소명,충전소주소,상세주소,위도,경도,이용가능시간,연락처,등록일자
2357,LH강남힐스테이트,서울특별시 강남구 자곡동 자곡로3길 21,503동 관리동 지하2층,37.471028,127.088781,24시간,1899-2100,2017-10-31
2355,반포미도아파트,서울특별시 서초구 반포동 60-4,306동 뒤 지상,37.50115186,127.0086289,24시간,1899-2100,2017-10-31
2353,마곡수명산파크1단지,서울특별시 강서구 내발산동 742,105-106동 지하1층 C15 기둥,37.55356618,126.830534,06~23시,1899-2100,2017-10-31
2366,동탄2 하우스디더레이크,경기도 화성시 송동 693,B1F A11,37.17441306,127.1040372,24시간,1899-2100,2017-10-31
2362,한빛아파트,경기도 평택시 비전동 876,104동 지상주차장,36.99605127,127.1157653,24시간,1899-2100,2017-10-31
2363,동편마을4단지,경기도 안양시 동안구 관양동 1669,B1 055,37.40907327,126.9691405,24시간,1899-2100,2017-10-31
2367,오산자이아파트,경기도 오산시 청호동 321,109동 뒤 B1F A51,37.1308405,127.0809048,24시간,1899-2100,2017-10-31
2361,청북한양수자인아파트,경기도 평택시 청북읍 옥길리 1150,B2F O82,37.023729,126.921015,24시간,1899-2100,2017-10-31
2360,삼성동현대아파트,서울특별시 강남구 삼성동 학동로64길 14,지하2층 우회전우회전 끝,37.51676357,127.0446125,24시간,1899-2100,2017-10-31
2359,래미안강남힐즈,서울특별시 강남구 자곡동 자곡로 101,지하1층 들어가서 바로 좌측,37.47265589,127.0958063,24시간,1899-2100,2017-10-31
2365,안성공도KCC스위첸,경기도 안성시 공도읍 만정리 877,114동 B1F B02,37.00095572,127.1776314,24시간,1899-2100,2017-10-31
2364,처인구코아루아파트,경기도 용인시 처인구 고림동 1002,제5주차장 B1F 5-02,37.258231,127.236971,24시간  ※외부인 개방,1899-2100,2017-10-31
2375,심곡마을광교힐스테이트,경기도 용인시 수지구 상현동 1099,B2F A119,37.30844102,127.0738202,24시간,1899-2100,2017-10-31
2371,교동마을쌍용,경기도 용인시 기흥구 마북동 621,B1F A05,37.3031583,127.1276366,24시간,1899-2100,2017-10-31
2373,도담마을우미이노스빌1차,경기도 용인시 수지구 죽전동 1261,P1 21,37.32601259,127.1196896,24시간  ※외부인 개방,1899-2100,2017-10-31
2368,제일오투그란데,경기도 화성시 향남읍 행정리 491,1101동 B1F E13,37.1285783,126.9223376,24시간,1899-2100,2017-10-31
2369,더베일리하우스,경기도 광주시 오포읍 신현리 825-17,204동 지상주차장,37.35357222,127.1488287,24시간,1899-2100,2017-10-31
2372,금화마을주공4단지,경기도 용인시 기흥구 상갈동 463,B1F C02,37.26263471,127.1101491,24시간,1899-2100,2017-10-31
2374,성동마을LG빌리지3차,경기도 용인시 수지구 성복동 726,311동 옆 주차장 B1F 09,37.3181875,127.0728064,24시간,1899-2100,2017-10-31
2380,창동2차현대아파트,서울특별시 도봉구 창동 도봉로136길 111,B2 126-127 벽면사이,37.660905,127.04586,24시간  ※외부인 개방,1899-2100,2017-10-31
2381,상암월드컵파크3단지,서울특별시 마포구 상암동 월드컵로 338,지하주차장 2층58기둥,37.573609,126.889656,24시간,1899-2100,2017-10-31
2376,엘지빌리지 5차 A단지,경기도 용인시 수지구 신봉동 870,B1F 42,37.32641906,127.0725307,24시간,1899-2100,2017-10-31
2378,공릉풍림아파트,서울특별시 노원구 공릉동 섬밭로 139,지하2층 전기실앞,37.629093,127.067499,24시간,1899-2100,2017-10-31
2387,연수대우삼환아파트,인천광역시 연수구 동춘동 925-7,107동 주차장 (제4주차장),37.405989,126.678961,24시간,1899-2100,2017-10-31
2377,화성파크드림아파트,경기도 용인시 기흥구 보라동 633,B1F B03,37.24860013,127.1121886,24시간,1899-2100,2017-10-31
2382,삼선 SK뷰 아파트,서울특별시 성북구 삼선동3가 116,103동 지하2층 09,37.58777,127.011914,24시간,1899-2100,2017-10-31
2383,해모로아파트,서울특별시 강북구 번동 139,지하1층 27,37.626598,127.037899,24시간,1899-2100,2017-10-31
2386,송도더샵센트럴파크2차아파트,인천광역시 연수구 송도동 23-4,지하2층 C11번 기둥(연두색),37.394218,126.641583,24시간,1899-2100,2017-10-31
2379,방학금광포란재,서울특별시 도봉구 방학동 도봉로150바길 26,지하1층 들어가자마자 좌측,37.664732,127.045172,24시간  ※외부인 개방,1899-2100,2017-10-31
2384,산곡한신휴아파트,인천광역시 부평구 산곡동 222,"지하주차장 94, 101번",37.498792,126.703205,24시간,1899-2100,2017-10-31
2392,강릉 교동2차현대아파트,강원특별자치도 강릉시 교동 1767,203동204동사이 지하주차장,37.763335,128.881193,24시간,1899-2100,2017-10-31
2394,서희스타힐스리버파크,"강원특별자치도 강릉시 회산로 344 (회산동, 서희스타힐스 리버파크 아파트)",지하1층 관리사무소 앞 주차장,37.737238,128.865185,24시간,1899-2100,2017-10-31
2389,은행녹원아파트,경기도 시흥시 은행동 289-33,지하1층주차장(수전실방향),37.43064,126.796284,24시간,1899-2100,2017-10-31
2393,삼우골든아파트,강원특별자치도 강릉시 포남동 898-17,지하주차장,37.760669,128.9060886,24시간,1899-2100,2017-10-31
2390,검단아이파크아파트,인천광역시 서구 마전동 998-4,제2주차장 지하1층 01,37.601538,126.665722,24시간,1899-2100,2017-10-31
2398,강산동신아파트,충청남도 논산시 강산동 645,입구우측지상주차장,36.19158052,127.0894153,24시간,1899-2100,2017-10-31
2391,봉화산이편한세상 아파트,강원특별자치도 원주시 단계동 1095-1,관리사무소 앞,37.350455,127.926913,24시간,1899-2100,2017-10-31
2396,현대아파트,강원특별자치도 삼척시 원당동 122-3,104동 뒤편 주차장,37.44030294,129.1522897,24시간,1899-2100,2017-10-31
2395,코아루타워아파트,강원특별자치도 삼척시 교동 781,101동 지하3층 기계실 앞 주차장,37.45107529,129.1710746,24시간,1899-2100,2017-10-31
2397,장자마을10단지 부영아파트,충청북도 청주시 상당구 금천동 318,1003동앞 지상주차장,36.62719874,127.5101119,24시간  ※외부인 개방,1899-2100,2017-10-31
2406,서신대우대창아파트,"전북특별자치도 전주시 완산구 새터로 100 (서신동, 대우대창아파트)",103동 지하주차장,35.834536,127.117905,24시간  ※외부인 개방,1899-2100,2017-10-31
2401,범지기 3단지,세종특별자치시 아름동 1297,지하주차장,36.517548,127.245281,24시간,1899-2100,2017-10-31
2409,근화베아채스위트아파트,전라남도 무안군 삼향읍 남악리 2532,(실내지하)208 지하주차장 E20,34.806834,126.473554,24시간,1899-2100,2017-10-31
2408,상무버들1단지,광주광역시 서구 유촌동 864,(실내지하)107동 앞 지하주차장,35.165531,126.861148,24시간,1899-2100,2017-10-31
2400,가락마을21단지,세종특별자치시 고운동 1390,지하주차장,36.517668,127.240615,24시간,1899-2100,2017-10-31
2403,뉴캐슬아파트,전북특별자치도 정읍시 수성동 940,지하 주차장,35.578625,126.858051,24시간,1899-2100,2017-10-31
2407,옥성골든카운티 노인복지주택,"전북특별자치도 전주시 완산구 중인1길 136-20 (중인동, 옥성골든카운티)",아파트 내 골든복마트 옆 노면,35.768111,127.090464,24시간  ※외부인 개방,1899-2100,2017-10-31
2402,송천케이제이라미안아파트,전북특별자치도 전주시 덕진구 송천동1가 805,지하 주차장(구역 101동1),35.866332,127.115847,24시간  ※외부인 개방,1899-2100,2017-10-31
2412,순천 롯데캐슬,전라남도 순천시 왕지동 843,(실외완전노출)지상주차장 109동 앞,34.97530306,127.5272871,24시간,1899-2100,2017-10-31
2411,금강메트로빌아파트,전라남도 순천시 조곡동 566,(실내지하)101동 3.4라인 주차장,34.95868112,127.4976882,24시간,1899-2100,2017-10-31
2418,한빛타운,대구광역시 달성군 화원읍 비슬로491길 13,지상주차장(관리사무소 서측),35.79842,128.485948,24시간,1899-2100,2017-10-31
2417,진천역AK그랑폴리스,대구광역시 달서구 유천동 월배로11길 33,지상주차장(115동 남측),35.813895,128.517482,24시간,1899-2100,2017-10-31
2414,두암현대1차,광주광역시 북구 두암동 72-4,(실내지하)101동주차장끝지점,35.17297925,126.9368523,24시간,1899-2100,2017-10-31
2419,삼덕청아람리슈빌,대구광역시 중구 삼덕동3가 달구벌대로447길 77,102동 지하 1층 주차장,35.866351,128.606664,24시간  ※외부인 개방,1899-2100,2017-10-31
2415,용봉동쌍용예가,광주광역시 북구 용봉동 999,(실내지하)주차장관리사무소B-23,35.18594018,126.890413,24시간,1899-2100,2017-10-31
2413,순천 서해골드빌,전라남도 순천시 조례동 1730-1,(실외완전노출)102동 옆,34.97177714,127.5198259,24시간,1899-2100,2017-10-31
2416,북죽곡엠코타운더솔레뉴,대구광역시 달성군 다사읍 세천로 160,"지하주차장(101동앞, 지하2층 입구)",35.874268,128.480017,24시간,1899-2100,2017-10-31
2422,양산가촌휴먼시아,경상남도 양산시 물금읍 가촌리 800,지하주차장,35.32381248,128.9954917,24시간,1899-2100,2017-10-31
2420,선우2차 아파트,경상남도 양산시 평산동 117-1,지하주차장,35.38048092,129.1495053,24시간,1899-2100,2017-10-31
2423,엘크루블루오션C2,부산광역시 강서구 명지동 3243,지하주차장,35.08407341,128.9083455,24시간,1899-2100,2017-10-31
2421,신창비바패밀리아파트,경상남도 양산시 물금읍 범어리 2713-1,지하주차장,35.33226243,129.0188585,24시간,1899-2100,2017-10-31
2426,진주혁신도시 센텀리버파크,경상남도 진주시 충무공동 사들로 157,101동34라인앞 지하1층주차장  B12기둥,35.182103,128.148228,24시간  ※외부인 개방,1899-2100,2017-10-31
2427,다담빌리지,제주특별자치도 제주시 아라이동 아봉로 88,주차장,33.47771795,126.5532709,24시간,1899-2100,2017-10-31
2429,답십리래미안위브1블럭,서울특별시 동대문구 답십리로 130,지하주차장 1층 201동 5-6라인,37.571654,127.054289,24시간,1899-2100,2017-11-02
2430,답십리래미안위브2블럭,서울특별시 동대문구 답십리로 130,지하주차장 2층 311동 3-4라인,37.570246,127.052799,24시간,1899-2100,2017-11-02
2432,대원칸타빌2차아파트,충청북도 청주시 청원구 주성동 1023,지하2층주차장 308동 18 기둥,36.673121,127.494253,24시간,1899-2100,2017-11-07
2441,대관령면 관광안내소,강원특별자치도 평창군 대관령면 횡계리 376-10,관광안내소 주차장,37.67866,128.699797,24시간,1899-2100,2017-11-14
2434,교1동주민센터,강원특별자치도 강릉시 교동 1874-3,주민센터 지상주차장,37.76554833,128.8745249,24시간,1899-2100,2017-11-14
2436,홍제동 공영주차장,강원특별자치도 강릉시 홍제동 157,지상 공영주차장,37.75345,128.882694,24시간,1899-2100,2017-11-14
2438,주문진해수욕장,강원특별자치도 강릉시 주문진읍 향호리 8-17,주문진해수욕장 지상주차장,37.9101982,128.8178855,24시간,1899-2100,2017-11-14
2443,용평리조트,강원특별자치도 평창군 대관령면 용산리 130,그린변전실 앞 지상주차장,37.644172,128.676355,24시간,1899-2100,2017-11-14
2446,강원랜드,강원특별자치도 정선군 사북읍 사북리 424,컨밴션 호텔 정문앞,37.212817,128.822428,24시간,1899-2100,2017-11-14
2435,허균허난설헌기념공원,강원특별자치도 강릉시 초당동 390,허균허난설헌기념공원 지상주차장,37.79114449,128.9100284,24시간,1899-2100,2017-11-14
2445,파크로쉬(알파인경기장),강원특별자치도 정선군 북평면 숙암리 482,호텔 정문 앞,37.474902,128.611598,24시간,1899-2100,2017-11-14
2442,알펜시아리조트,강원특별자치도 평창군 대관령면 용산리 425,홀리데이인스위트 지상주차장,37.65831,128.671943,24시간,1899-2100,2017-11-14
2440,HAPPY700 평창시네마,강원특별자치도 평창군 용평면 장평리 374-2,해피700평창시네마 지상주차장,37.589094,128.41683,24시간,1899-2100,2017-11-14
2439,교2동주민센터,강원특별자치도 강릉시 교동 723-5,교2동주민센터 지상주차장,37.76794191,128.8923834,24시간,1899-2100,2017-11-14
2437,경포해수욕장,강원특별자치도 강릉시 안현동 868-2,경포상가번영회 앞 공영주차장,37.802467,128.903439,24시간,1899-2100,2017-11-14
2433,녹색도시체험센터,강원특별자치도 강릉시 운정동 484,녹색도시체험센터 지상주차장,37.788754,128.906722,24시간,1899-2100,2017-11-14
2444,정선군청,강원특별자치도 정선군 정선읍 봉양리 267,군청옆 지상주차장,37.380487,128.661244,24시간,1899-2100,2017-11-14
2450,용인실내체육관,경기도 용인시 처인구 마평동 703,지상주차장,37.23788696,127.2133051,24시간,1899-2100,2017-11-17
2456,동부도서관,경기도 용인시 처인구 역북동 504-1,지상주차장,37.23361319,127.1903166,24시간,1899-2100,2017-11-17
2455,용인자연휴양림,경기도 용인시 처인구 모현읍 초부리 산 22,숲속체험관 앞 지상주차장,37.31305716,127.2708886,24시간,1899-2100,2017-11-17
2459,기흥구청,경기도 용인시 기흥구 구갈동 355,B1F,37.28021175,127.1147125,24시간,1899-2100,2017-11-17
2454,유림동주민센터,경기도 용인시 처인구 유방동 475-20,지상주차장,37.25257801,127.2115545,24시간,1899-2100,2017-11-17
2453,원삼면사무소,경기도 용인시 처인구 원삼면 고당리 88-1,지상주차장,37.16642524,127.3131015,24시간,1899-2100,2017-11-17
2451,이동읍사무소,경기도 용인시 처인구 이동읍 송전리 750-3,지상주차장,37.14109755,127.1959484,24시간,1899-2100,2017-11-17
2452,양지면사무소,경기도 용인시 처인구 양지면 양지리 701-9,지상주차장,37.23525575,127.2797769,24시간,1899-2100,2017-11-17
2457,동부동주민센터,경기도 용인시 처인구 마평동 533-8,지상주차장,37.23285547,127.2191565,24시간,1899-2100,2017-11-17
2474,동의보감촌 주차장,경상남도 산청군 금서면 특리 1300-30,지상주차장 입구 왼쪽편,35.442317,127.830126,24시간,1899-2100,2017-11-17
2462,상현도서관,경기도 용인시 수지구 상현동 1129-2,B1F A6,37.29978667,127.0742378,도서관개장시간,1899-2100,2017-11-17
2471,화천민원센터,경상남도 창원시 의창구 북면 외감리 165-1,센터 앞,35.29961192,128.6027814,24시간,1899-2100,2017-11-17
2472,포로수용소유적공원,경상남도 거제시 고현동 362,관광안내소 앞 지상주차장,34.87559996,128.6246604,24시간,1899-2100,2017-11-17
2476,자하곡매표소 주차장,경상남도 창녕군 창녕읍 말흘리 35,화장실앞 지상주차장,35.540175,128.507549,24시간,1899-2100,2017-11-17
2473,거류체육공원 주차장,경상남도 고성군 거류면 신용리 888,지상주차장,34.983127,128.405541,24시간,1899-2100,2017-11-17
2463,아르피아주차장,경기도 용인시 수지구 죽전동 1003-43,B1F 34,37.32875476,127.1058272,24시간,1899-2100,2017-11-17
2461,영덕동주민센터,경기도 용인시 기흥구 영덕동 1208,실내주차장,37.27784394,127.0745489,09:00-18:00,1899-2100,2017-11-17
2477,창녕군 우포늪관리사무소 주차장,경상남도 창녕군 유어면 세진리 423,우포늪복원센터 옆,35.54259479,128.4166838,24시간,1899-2100,2017-11-17
2475,산청실내체육관주차장,경상남도 산청군 금서면 매촌리 1,체육관건물 오른쪽 지상주차장,35.421968,127.872601,24시간,1899-2100,2017-11-17
2460,신갈동주민센터,경기도 용인시 기흥구 신갈동 60-3,B2F 19,37.27258207,127.1067518,09:00-18:00,1899-2100,2017-11-17
2491,신흥동 주민센터,전라남도 목포시 상동 959,(실외완전노출)주민센터 뒤쪽,34.79886788,126.4188993,24시간,1899-2100,2017-11-17
2487,목포유통센터,전라남도 목포시 석현동 247,(실외완전노출)주차장 우측 끝,34.81932128,126.4297243,24시간,1899-2100,2017-11-17
2485,안동버스터미널 공영주차장,경상북도 안동시 송현동 910-1,지상주차장 입구옆(북측),36.573801,128.676123,24시간,1899-2100,2017-11-17
2483,농업기술센터 주차장,경상남도 함양군 함양읍 이은리 67,정문에서 왼쪽 지상주차장,35.50759186,127.7413973,24시간,1899-2100,2017-11-17
2478,최참판댁 소형 주차장,경상남도 하동군 악양면 평사리 378-9,지상주차장,35.151051,127.689676,24시간,1899-2100,2017-11-17
2492,원형1공영주차장,전라남도 목포시 상동 1133,(실외완전노출)입구에서 1시방향,34.79806459,126.4302707,24시간,1899-2100,2017-11-17
2489,목포시청 민원주차장,전라남도 목포시 용당동 1188-2,(실외완전노출)시청건물 옆,34.81167768,126.3923031,06~23시,1899-2100,2017-11-17
2479,화개장터 주차장,경상남도 하동군 화개면 탑리 734-5,1동앞 지상주차장,35.188769,127.625339,24시간,1899-2100,2017-11-17
2482,수동공영주차장,경상남도 함양군 수동면 화산리 1186-4,공중화장실 뒤 지상주차장,35.52145614,127.7846325,24시간,1899-2100,2017-11-17
2490,부주동 행정복지센터,전라남도 목포시 옥암동 1249,(실외완전노출)지상주차장,34.81047111,126.4476239,24시간,1899-2100,2017-11-17
2493,원형2공영주차장,전라남도 목포시 상동 1130,(실외완전노출)입구에서 1시방향,34.79910443,126.4324467,24시간,1899-2100,2017-11-17
2486,하회마을,경상북도 안동시 풍천면 하회리 257,지상주차장(관리사무소 앞),36.55031,128.52846,24시간,1899-2100,2017-11-17
2494,자동차등록사무소,전라남도 목포시 연산동 1236-10,(실외완전노출)자동차 등록사무소 입구,34.81317787,126.3767097,06~23시,1899-2100,2017-11-17
2484,합천영상테마파크,경상남도 합천군 용주면 가호리 256-5,푸드직매장 지상주차장(주소: 용주면 가호리 418),35.547921,128.072368,24시간,1899-2100,2017-11-17
2488,동부시장공영주차장,전라남도 목포시 용당동 1053-8,(실내지상)공영 주차장,34.80457749,126.393387,24시간,1899-2100,2017-11-17
2510,가로공원 공영주차장,서울특별시 양천구 신월동 263,지하1층 나 20기둥,37.53598736,126.8290441,24시간,1899-2100,2017-11-17
2495,북항광장 공영주차장,전라남도 목포시 죽교동 620-72,(실외완전노출)공영 주차장 입구 정면,34.802742,126.3686511,24시간,1899-2100,2017-11-17
2498,드라마촬영장,전라남도 순천시 비례골길 24,(실외완전노출)주차장 내 화장실 옆,34.958482,127.538166,09~18시,1899-2100,2017-11-17
2499,서면사무소,전라남도 순천시 서면 동산리 873,(실외완전노출)주차장 입구 우측,34.99474032,127.4884901,24시간,1899-2100,2017-11-17
2502,왕지수매골 주차장,전라남도 순천시 조례동 1808-10,(실외완전노출)공영 주차장 내,34.9562844,127.5334795,24시간,1899-2100,2017-11-17
2497,낙안읍성 주차장,전라남도 순천시 낙안면 평촌리 10-2,(실외완전노출)주차장 공중화장실 옆,34.90351008,127.3438535,24시간,1899-2100,2017-11-17
2500,순천만습지 주차장,전라남도 순천시 대대동 162-2,(실외완전노출)주차장 입구 좌측,34.886206,127.507793,06~23시,1899-2100,2017-11-17
2507,강남구청 공영주차장,서울특별시 강남구 삼성동 16-1,우측 지상주차장,37.517705,127.046821,09:00~18:00,1899-2100,2017-11-17
2496,금당공용주차장,전라남도 순천시 연향동 1513-1,(실외완전노출)공영 주차장 내,34.94462537,127.5258267,24시간,1899-2100,2017-11-17
2501,연향도서관,전라남도 순천시 연향동 1379-1,(실외완전노출)주차장 입구 좌측,34.94695882,127.5185178,24시간,1899-2100,2017-11-17
2513,서울에너지공사 주차장,서울특별시 양천구 목동 900,테니스장 앞 지상,37.5401156,126.8837631,06~23시,1899-2100,2017-11-17
2521,양덕 한마음 체육관,경상북도 포항시 북구 새천년대로 1460 (양덕동),지상주차장,36.07841,129.407284,24시간,1899-2100,2017-11-17
2514,달성유통센터,대구광역시 달성군 화원읍 설화리 555,지하주차장(서측),35.79960878,128.4870831,06~23시,1899-2100,2017-11-17
2523,금산수삼센터주차장,충청남도 금산군 금산읍 중도리 22-1,금산수삼센터주차장,36.09899971,127.4964148,24시간,1899-2100,2017-11-17
2519,포항문화원,"경상북도 포항시 북구 새천년대로 909 (우현동, 포항문화원)",뒷편주차장,36.053396,129.361076,24시간,1899-2100,2017-11-17
2529,금마면사무소 부설주차장,충청남도 홍성군 금마면 부평리 438-5,금마면사무소 버스정류장 옆,36.611808,126.73229,24시간,1899-2100,2017-11-17
2525,2생활권 환승주차장2(B),세종특별자치시 나성동 778,지하주차장,36.48143146,127.2621496,24시간,1899-2100,2017-11-17
2515,경주화백컨벤션센터,경상북도 경주시 신평동 182,지상주차장,35.83863,129.28921,24시간,1899-2100,2017-11-17
2524,2생활권 환승주차장1(A),세종특별자치시 나성동 719,지하주차장,36.4810037,127.2612761,24시간,1899-2100,2017-11-17
2517,경주 예술의 전당,경상북도 경주시 황성동 988,지상주차장,35.86229459,129.2063226,24시간,1899-2100,2017-11-17
2516,불국사주차장,경상북도 경주시 진현동 50-2,지상주차장,35.785666,129.329694,24시간,1899-2100,2017-11-17
2520,연일읍사무소,"경상북도 포항시 납구 연일읍 철강로 10 (괴정리, 연일읍사무소, 연일읍보건지소)",지상주차장,35.992259,129.343992,24시간,1899-2100,2017-11-17
2526,만리포 보건진료소 부설주차장,충청남도 태안군 소원면 모항리 1393,만리포 공영주차장 도로변 쪽,36.782634,126.143817,24시간,1899-2100,2017-11-17
2512,서울시립어린이병원,서울특별시 서초구 내곡동 6-7,1층 주차장,37.45571764,127.0688536,24시간,1899-2100,2017-11-17
2528,홍성읍사무소 부설주차장,충청남도 홍성군 홍성읍 오관리 474-7,홍성읍사무소 부설주차장,36.596892,126.663076,24시간,1899-2100,2017-11-17
2518,포항시청,"경상북도 포항시 남구 시청로 1 (대잠동, 포항시청)",본관 1층주차장,36.019337,129.343133,24시간,1899-2100,2017-11-17
2539,서울 새활용플라자,서울특별시 성동구 자동차시장길 49,정문 좌측 지상주차장,37.558589,127.058496,24시간,1899-2100,2017-11-17
2534,녹산산단 공영주차장,부산광역시 강서구 송정동 1759,야외주차장,35.08404871,128.8402306,24시간,1899-2100,2017-11-17
2540,노원구청,서울특별시 노원구 상계동 701-1,지상 주차장 입구 우측,37.653754,127.056952,24시간,1899-2100,2017-11-17
2541,마포중앙도서관,서울특별시 마포구 성산동 275-3,주차장 지하1층,37.56378915,126.908449,24시간,1899-2100,2017-11-17
2536,울산 남구청,울산광역시 남구 달동 1320-1,남구청 동편 출구,35.543727,129.330769,24시간,1899-2100,2017-11-17
2532,을숙도 공영주차장,부산광역시 사하구 하단동 1149-35,을숙도 공원내 테니스장 주차장,35.10930717,128.9461858,24시간,1899-2100,2017-11-17
2543,서북병원,서울특별시 은평구 역촌동 산 31-1,지상주차장,37.60430826,126.9037142,24시간,1899-2100,2017-11-17
2530,구항면사무소 부설주차장,충청남도 홍성군 구항면 오봉리 735-1,구항면사무소 주차장 입구,36.58774471,126.6108474,24시간,1899-2100,2017-11-17
2533,부산문화회관,부산광역시 남구 대연동 848-4,주차장,35.12757897,129.0929746,09시~24시,1899-2100,2017-11-17
2542,용산전자상가1 공영주차장,서울특별시 용산구 한강로3가 12,지상주차장 오른쪽 끝,37.531767,126.965127,24시간,1899-2100,2017-11-17
2535,차량등록사업소(2개소),울산광역시 북구 진장동 286-2,차량등록사업소 내,35.57129451,129.3559998,24시간,1899-2100,2017-11-17
2553,G-Tower(경제자유구역청),인천광역시 연수구 송도동 24-4,B2 zoneC 16,37.396513,126.633746,06~23시,1899-2100,2017-11-17
2551,계양구청,인천광역시 계양구 계산동 1079-1,서측주차장 그린존,37.537318,126.73689,24시간,1899-2100,2017-11-17
2562,근대역사박물관,전북특별자치도 군산시 장미동 1-67,역사박물관 주차장 군산 내항 배수펌프장 옆,35.990704,126.713861,24시간,1899-2100,2017-11-17
2563,은파호수공원,전북특별자치도 군산시 나운동 1223-5,공원 주차장 은파 관리사무소 뒤,35.955432,126.689087,24시간,1899-2100,2017-11-17
2561,월명종합체육관,전북특별자치도 군산시 사정동 152,월명 종합 체육관 야구장 주차장,35.96614971,126.7491888,24시간,1899-2100,2017-11-17
2564,대야면주민센터,전북특별자치도 군산시 대야면 지경리 731-11,면사무소 주차장,35.946338,126.811237,24시간,1899-2100,2017-11-17
2558,삼례읍사무소,전북특별자치도 완주군 삼례읍 삼례리 1691-2,건물 뒤편 주차장,35.913281,127.078473,24시간,1899-2100,2017-11-17
2555,용유동사무소,인천광역시 중구 남북동 928-6,용유동사무소 뒷편 테니스장과 건물 사,37.443996,126.402333,24시간,1899-2100,2017-11-17
2557,봉동읍사무소,전북특별자치도 완주군 봉동읍 삼봉로 933,건물 뒤편 주차장,35.941694,127.165772,24시간,1899-2100,2017-11-17
2559,완주군청,전북특별자치도 완주군 용진읍 지암로 61,건물 뒤편 주차장 군청 후문 출입구 옆,35.905003,127.162328,24시간,1899-2100,2017-11-17
2560,덕진구청,전북특별자치도 전주시 덕진구 벚꽃로 55,구청 주차장 민원실 입구 옆,35.829318,127.134903,24시간,1899-2100,2017-11-17
2554,인천테크노파크,인천광역시 연수구 송도동 7-50,지하1층 기둥번호 B13,37.382223,126.654023,06~23시,1899-2100,2017-11-17
2552,부평국민체육센터,인천광역시 부평구 갈산동 166-14,다목적체육관 지상주차장,37.518684,126.723367,24시간,1899-2100,2017-11-17
2556,동구청앞 공영주차장,인천광역시 동구 금곡동 55-5,주차장 입구로부터 50m직진,37.473114,126.642987,24시간,1899-2100,2017-11-17
2571,도담삼봉,충청북도 단양군 매포읍 하괴리 84-1,주차장  (공중화장실 근처),37.001158,128.341919,24시간,1899-2100,2017-11-17
2568,전북도청,"전북특별자치도 전주시 완산구 효자로 225 (효자동3가, 전라북도청)",북1문 대형 주차장 옆 지상 주차장,35.820462,127.110763,24시간,1899-2100,2017-11-17
2575,보은군보건소,충청북도 보은군 보은읍 삼산리 170-2,정문 좌측 지상주차장,36.486257,127.716157,24시간,1899-2100,2017-11-17
2573,청주랜드,충청북도 청주시 상당구 명암동 70,청주랜드 지상주차장,36.649544,127.515195,24시간,1899-2100,2017-11-17
2572,청원보건소,충청북도 청주시 청원구 오창읍 각리 639-1,지하1층주차장,36.710355,127.430964,평일 09시~18시,1899-2100,2017-11-17
2577,이원면사무소,충청북도 옥천군 이원면 강청리 47-1,정문 진입후 좌측 지상주차장 내,36.246048,127.619422,24시간,1899-2100,2017-11-17
2569,전주자연생태관,"전북특별자치도 전주시 완산구 바람쐬는길 21 (교동, 전주자연생태박물관)",자연 생태관 주차장,35.811331,127.162974,24시간,1899-2100,2017-11-17
2570,단양보건소,충청북도 단양군 단양읍 상진리 84,입구 우측 지상주차장,36.981588,128.350968,24시간,1899-2100,2017-11-17
2578,군북면사무소,충청북도 옥천군 군북면 이백리 346-42,정문 진입후 지상주차장 내,36.330058,127.534693,24시간,1899-2100,2017-11-17
2583,덕산면사무소,충청북도 진천군 덕산읍 용몽리 637,지상주차장,36.913385,127.5094,24시간,1899-2100,2017-11-17
2579,맹동면사무소,충청북도 음성군 맹동면 쌍정리 137-9,지상주차장,36.929714,127.562492,24시간,1899-2100,2017-11-17
2576,장안면사무소,충청북도 보은군 장안면 장안리 265-3,정문 좌측 지상주차장,36.46977901,127.7888737,24시간,1899-2100,2017-11-17
2574,청원구청,충청북도 청주시 청원구 우암동 354-23,지하주차장,36.650882,127.486301,24시간,1899-2100,2017-11-17
2581,도안문화센타,충청북도 증평군 도안면 화성리 96-22,지상주차장 내,36.81439746,127.6134863,24시간,1899-2100,2017-11-17
2588,칠성면사무소,충청북도 괴산군 칠성면 도정리 238-2,지상주차장 내,36.788082,127.863855,24시간,1899-2100,2017-11-17
2587,청산면사무소,충청북도 옥천군 청산면 지전리 74-3,정문 좌측 지상주차장,36.346048,127.79219,24시간,1899-2100,2017-11-17
2584,광혜원면사무소,충청북도 진천군 광혜원면 광혜원리 542-10,지상주차장,36.992765,127.435712,24시간,1899-2100,2017-11-17
2585,충주종합스포츠타운,충청북도 충주시 호암동 967,야외주차장,36.95803,127.914111,24시간,1899-2100,2017-11-17
2593,군서면사무소,충청북도 옥천군 군서면 동평리 587-1,정문 진입 후 좌측 지상주차장 내,36.279622,127.527063,24시간,1899-2100,2017-11-17
2592,매포읍사무소,충청북도 단양군 매포읍 평동리 277-2,주차장 좌측 안쪽,37.03216976,128.3031028,24시간,1899-2100,2017-11-17
2590,증평종합스포츠센터,충청북도 증평군 증평읍 송산리 253,지상주차장 내,36.78728559,127.5729598,24시간,1899-2100,2017-11-17
